0,-1.38974,-0.800261,-1.58906,-2.99904,-1.12529,-1.30886,-1.43438,-1.2399,-1.52303,-1.80128,-0.772211,-2.1351,-2.44574,-1.17091,-2.71897,-1.84053,-1.60815,-2.40828,-2.2041,0,-1.94331,-1.70292,-1.44659,-2.51271,-2.37848
-1.38974,0,-1.26032,-1.62501,-3.46094,-1.47985,-0.794943,-1.45549,-1.09348,-1.36476,-2.12577,-1.31251,-1.92604,-2.79075,-1.81866,-3.29295,-2.82217,-1.588,-3.4431,-3.2302,0,-2.92647,-1.6316,-0.981979,-2.92655,-2.25017
-0.800261,-1.26032,0,-1.61855,-3.13788,-1.05811,-1.19764,-1.45026,-1.10224,-1.50895,-1.73849,-0.72924,-2.14073,-2.55854,-1.19064,-2.87131,-1.98212,-1.62762,-2.58547,-2.36517,0,-2.07965,-1.71756,-1.29433,-2.63784,-2.40609
-1.58906,-1.62501,-1.61855,0,-2.17245,-2.14991,-1.4761,-0.814896,-1.98478,-0.896857,-2.99285,-1.64199,-1.0911,-1.56845,-2.26633,-2.0783,-2.71353,-0.737838,-2.99976,-2.96734,0,-2.86487,-0.791976,-2.0104,-1.69856,-1.25566
-2.99904,-3.46094,-3.13788,-2.17245,0,-3.70133,-3.27347,-2.34728,-3.7429,-2.50708,-4.52278,-3.12692,-2.20895,-1.11955,-3.58774,-0.948709,-3.25753,-2.23172,-2.9603,-3.20986,0,-3.41616,-2.22664,-3.86167,-1.01028,-1.96796
-1.12529,-1.47985,-1.05811,-2.14991,-3.70133,0,-1.48626,-1.9592,-1.04288,-2.00393,-1.25209,-1.04841,-2.69587,-3.13242,-0.973406,-3.39972,-1.96464,-2.15604,-2.69381,-2.39032,0,-2.01842,-2.25136,-1.2887,-3.20205,-2.98647
-1.30886,-0.794943,-1.19764,-1.4761,-3.27347,-1.48626,0,-1.31191,-1.14532,-1.23398,-2.17987,-1.2482,-1.79275,-2.61077,-1.79134,-3.10657,-2.72915,-1.44293,-3.31629,-3.12208,0,-2.84029,-1.48909,-1.08208,-2.74385,-2.10495
-1.43438,-1.45549,-1.45026,-0.814896,-2.34728,-1.9592,-1.31191,0,-1.78913,-0.826163,-2.78624,-1.47612,-1.20482,-1.73307,-2.09345,-2.22402,-2.61566,-0.812265,-2.96155,-2.89686,0,-2.76115,-0.87717,-1.81789,-1.85876,-1.40878
-1.2399,-1.09348,-1.10224,-1.98478,-3.7429,-1.04288,-1.14532,-1.78913,0,-1.76422,-1.55131,-1.13428,-2.42747,-3.10971,-1.38281,-3.50074,-2.45186,-1.96809,-3.1636,-2.88653,0,-2.52562,-2.04212,-0.889277,-3.21472,-2.74914
-1.52303,-1.36476,-1.50895,-0.896857,-2.50708,-2.00393,-1.23398,-0.826163,-1.76422,0,-2.82833,-1.54433,-1.15041,-1.86994,-2.18979,-2.41036,-2.80793,-0.856748,-3.18826,-3.10912,0,-2.95133,-0.879774,-1.74711,-2.01182,-1.39236
-1.80128,-2.12577,-1.73849,-2.99285,-4.52278,-1.25209,-2.17987,-2.78624,-1.55131,-2.82833,0,-1.72065,-3.56513,-3.98061,-1.2893,-4.18307,-2.18015,-2.99937,-2.99582,-2.60968,0,-2.16595,-3.10075,-1.76945,-4.0354,-3.87061
