0,-1.42434,-0.784582,-1.6046,-3.01788,-1.14202,-1.32858,-1.45037,-1.24943,-1.51962,-1.79979,-0.75756,-2.12421,-2.46543,-1.1795,-2.75012,-1.83612,-1.6264,-2.40256,-2.19255,0,-1.94292,-1.74901,-1.44343,-2.52062,-2.38254
-1.42434,0,-1.29753,-1.68488,-3.52976,-1.52284,-0.829199,-1.49954,-1.08607,-1.39382,-2.10749,-1.34456,-1.96026,-2.85187,-1.84503,-3.36282,-2.85715,-1.64879,-3.48406,-3.25998,0,-2.96159,-1.67864,-0.976187,-2.97713,-2.28769
-0.784582,-1.29753,0,-1.59823,-3.10753,-1.11129,-1.21578,-1.43091,-1.139,-1.47471,-1.77392,-0.726818,-2.09456,-2.52963,-1.21946,-2.85322,-1.9737,-1.61119,-2.5625,-2.34336,0,-2.07728,-1.72338,-1.31545,-2.59673,-2.36888
-1.6046,-1.68488,-1.59823,0,-2.16747,-2.19845,-1.48352,-0.821372,-2.00626,-0.913261,-3.00699,-1.62874,-1.07117,-1.55874,-2.29497,-2.06686,-2.71417,-0.73838,-2.99916,-2.97022,0,-2.88148,-0.828369,-2.04159,-1.67836,-1.2452
-3.01788,-3.52976,-3.10753,-2.16747,0,-3.74134,-3.28213,-2.36046,-3.76764,-2.52844,-4.54783,-3.10874,-2.20038,-1.126,-3.62243,-0.924461,-3.26756,-2.22492,-2.9805,-3.2408,0,-3.45313,-2.25944,-3.88738,-1.02177,-1.97845
-1.14202,-1.52284,-1.11129,-2.19845,-3.74134,0,-1.54346,-2.00448,-1.07598,-2.02997,-1.22414,-1.09333,-2.72104,-3.17694,-0.956412,-3.45192,-1.94768,-2.20866,-2.67473,-2.35738,0,-1.99208,-2.32488,-1.30022,-3.23284,-3.02283
-1.32858,-0.829199,-1.21578,-1.48352,-3.28213,-1.54346,0,-1.3073,-1.16239,-1.2148,-2.19452,-1.26369,-1.77173,-2.61278,-1.82454,-3.11871,-2.74953,-1.45131,-3.33193,-3.13445,0,-2.86568,-1.48649,-1.10797,-2.73573,-2.08609
-1.45037,-1.49954,-1.43091,-0.821372,-2.36046,-2.00448,-1.3073,0,-1.80095,-0.820252,-2.79613,-1.46384,-1.1808,-1.73952,-2.1229,-2.23504,-2.62878,-0.816213,-2.97714,-2.91253,0,-2.78799,-0.898108,-1.83531,-1.85567,-1.39746
-1.24943,-1.08607,-1.139,-2.00626,-3.76764,-1.07598,-1.16239,-1.80095,0,-1.75661,-1.54448,-1.16187,-2.42188,-3.13094,-1.39624,-3.53496,-2.46533,-1.99192,-3.17281,-2.88675,0,-2.5357,-2.06856,-0.870388,-3.22463,-2.7502
-1.51962,-1.39382,-1.47471,-0.913261,-2.52844,-2.02997,-1.2148,-0.820252,-1.75661,0,-2.81235,-1.51523,-1.15062,-1.88396,-2.19575,-2.42279,-2.79983,-0.875391,-3.1858,-3.10364,0,-2.95512,-0.895064,-1.75206,-2.01488,-1.40024
-1.79979,-2.10749,-1.77392,-3.00699,-4.54783,-1.22414,-2.19452,-2.79613,-1.54448,-2.81235,0,-1.74935,-3.54781,-4.00415,-1.28613,-4.23007,-2.20454,-3.01624,-3.01073,-2.61193,0,-2.1748,-3.13598,-1.73255,-4.0488,-3.86623
-0.75756,-1.34456,-0.726818,-1.62874,-3.10874,-1.09333,-1.26369,-1.46384,-1.16187,-1.51523,-1.74935,0,-2.13548,-2.54003,-1.17958,-2.84745,-1.91708,-1.64457,-2.50754,-2.2855,0,-2.01888,-1.76078,-1.34933,-2.60238,-2.40633
-2.12421,-1.96026,-2.09456,-1.07117,-2.20038,-2.72104,-1.77173,-1.1808,-2.42188,-1.15062,-3.54781,-2.13548,0,-1.59399,-2.86769,-2.21554,-3.32629,-1.03724,-3.57089,-3.57259,0,-3.50097,-0.936427,-2.38879,-1.75296,-0.898258
-2.46543,-2.85187,-2.52963,-1.55874,-1.126,-3.17694,-2.61278,-1.73952,-3.13094,-1.88396,-4.00415,-2.54003,-1.59399,0,-3.12402,-1.13963,-3.0148,-1.60673,-2.92249,-3.08868,0,-3.20303,-1.63283,-3.22286,-0.80042,-1.43009
-1.1795,-1.84503,-1.21946,-2.29497,-3.62243,-0.956412,-1.82454,-2.1229,-1.39624,-2.19575,-1.28613,-1.17958,-2.86769,-3.12402,0,-3.29982,-1.56802,-2.32202,-2.2742,-1.9534,0,-1.60148,-2.45954,-1.65221,-3.15123,-3.13885
-2.75012,-3.36282,-2.85322,-2.06686,-0.924461,-3.45192,-3.11871,-2.23504,-3.53496,-2.42279,-4.23007,-2.84745,-2.21554,-1.13963,-3.29982,0,-2.88066,-2.13329,-2.58752,-2.84364,0,-3.06161,-2.19679,-3.68186,-1.00516,-2.04835
-1.83612,-2.85715,-1.9737,-2.71417,-3.26756,-1.94768,-2.74953,-2.62878,-2.46533,-2.79983,-2.20454,-1.91708,-3.32629,-3.0148,-1.56802,-2.88066,0,-2.77773,-1.22193,-0.953308,0,-0.796251,-2.94458,-2.76371,-2.95666,-3.48716
-1.6264,-1.64879,-1.61119,-0.73838,-2.22492,-2.20866,-1.45131,-0.816213,-1.99192,-0.875391,-3.01624,-1.64457,-1.03724,-1.60673,-2.32202,-2.13329,-2.77773,0,-3.077,-3.04161,0,-2.94396,-0.785408,-2.01411,-1.73273,-1.2284
-2.40256,-3.48406,-2.5625,-2.99916,-2.9805,-2.67473,-3.33193,-2.97714,-3.17281,-3.1858,-3.01073,-2.50754,-3.57089,-2.92249,-2.2742,-2.58752,-1.22193,-3.077,0,-0.951088,0,-1.27112,-3.24258,-3.46996,-2.81257,-3.64871
-2.19255,-3.25998,-2.34336,-2.97022,-3.2408,-2.35738,-3.13445,-2.91253,-2.88675,-3.10364,-2.61193,-2.2855,-3.57259,-3.08868,-1.9534,-2.84364,-0.953308,-3.04161,-0.951088,0,0,-0.967073,-3.21064,-3.19047,-3.00217,-3.69566
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.94292,-2.96159,-2.07728,-2.88148,-3.45313,-1.99208,-2.86568,-2.78799,-2.5357,-2.95512,-2.1748,-2.01888,-3.50097,-3.20303,-1.60148,-3.06161,-0.796251,-2.94396,-1.27112,-0.967073,0,0,-3.11201,-2.83908,-3.14391,-3.66931
-1.74901,-1.67864,-1.72338,-0.828369,-2.25944,-2.32488,-1.48649,-0.898108,-2.06856,-0.895064,-3.13598,-1.76078,-0.936427,-1.63283,-2.45954,-2.19679,-2.94458,-0.785408,-3.24258,-3.21064,0,-3.11201,0,-2.06667,-1.7716,-1.14122
-1.44343,-0.976187,-1.31545,-2.04159,-3.88738,-1.30022,-1.10797,-1.83531,-0.870388,-1.75206,-1.73255,-1.34933,-2.38879,-3.22286,-1.65221,-3.68186,-2.76371,-2.01411,-3.46996,-3.19047,0,-2.83908,-2.06667,0,-3.33335,-2.72824
